created_at,unique_id,location_id,order_id,item_name,customer_id,item_price,item_quantity,item_modifications,unit_price
2021-04-26 19:59:08+00:00,dbd35b0c-e728-4adc-a07c-329fac8d0a4e,75WYSXR9QBK5M,pqgqcKO7AaxegElQ9qYSTweeV,Chorizo service charge,RGHDB0NV2S12183AGRPJXF0SQM,9060,18.12,Regular ,500.0
2021-04-26 19:59:08+00:00,de68419b-f370-46eb-83d9-d707d0ee0bae,75WYSXR9QBK5M,pqgqcKO7AaxegElQ9qYSTweeV,Char siu sausage service charge,RGHDB0NV2S12183AGRPJXF0SQM,9850,19.7,Regular ,500.0
2021-05-22 23:53:12+00:00,10e45674-bf71-434d-9769-2d14a3202cfa,75WYSXR9QBK5M,1EYnlJ28y1PDeBZwO2Xa2lqeV,Char siu sausage service charge,RGHDB0NV2S12183AGRPJXF0SQM,13125,26.25,Regular ,500.0
2021-05-22 23:53:12+00:00,f65d872d-4a91-457d-9aa6-f7aa54821380,75WYSXR9QBK5M,1EYnlJ28y1PDeBZwO2Xa2lqeV,Breakfast sausage service charge,RGHDB0NV2S12183AGRPJXF0SQM,12280,24.56,Regular ,500.0
2021-05-22 23:53:12+00:00,5041f182-b94d-42a5-ab41-b2a30300f425,75WYSXR9QBK5M,1EYnlJ28y1PDeBZwO2Xa2lqeV,Chorizo service charge,RGHDB0NV2S12183AGRPJXF0SQM,12965,25.93,Regular ,500.0
2021-06-23 00:19:32+00:00,d6a4c40a-cd51-4818-a314-241f48441c12,75WYSXR9QBK5M,jpHz3U8jHF68FR9bxMLu7wveV,Chorizo service charge,RGHDB0NV2S12183AGRPJXF0SQM,12250,24.5,Regular ,500.0
2021-06-23 00:19:32+00:00,b3f97422-5b53-43db-925c-e392c2f7413c,75WYSXR9QBK5M,jpHz3U8jHF68FR9bxMLu7wveV,Char siu sausage service charge,RGHDB0NV2S12183AGRPJXF0SQM,12313,24.625,Regular ,500.02030456852793
2021-06-23 00:19:32+00:00,a42b01d6-9a85-4d92-8f2d-7918fb1062a5,75WYSXR9QBK5M,jpHz3U8jHF68FR9bxMLu7wveV,Breakfast sausage service charge,RGHDB0NV2S12183AGRPJXF0SQM,10875,21.75,Regular ,500.0
2021-06-23 00:19:32+00:00,f1a00967-24fd-4b90-aad5-fc4e6ddfb0bd,75WYSXR9QBK5M,jpHz3U8jHF68FR9bxMLu7wveV,Ginger miso sausage service charge,RGHDB0NV2S12183AGRPJXF0SQM,13438,26.875,Regular ,500.0186046511628
2021-10-03 04:32:53+00:00,d1c457b8-d50a-49a9-9e49-81b57e146699,75WYSXR9QBK5M,1G5RW1DhZZ1weQxh0nP7jgheV,Ginger miso sausage service charge,RGHDB0NV2S12183AGRPJXF0SQM,23590,47.18,Regular ,500.0
2021-12-08 09:18:55+00:00,94533b23-a40b-452e-a4f5-5ba8030397a3,75WYSXR9QBK5M,RszSxQinc50CMyAMtq3mSA3eV,Chorizo service charge,RGHDB0NV2S12183AGRPJXF0SQM,13375,26.75,Regular ,500.0
2021-12-08 09:18:55+00:00,e91d5f01-5c58-4529-ad9e-e84785b2d76b,75WYSXR9QBK5M,RszSxQinc50CMyAMtq3mSA3eV,Breakfast sausage service charge,RGHDB0NV2S12183AGRPJXF0SQM,13655,27.31,Regular ,500.0
2021-12-08 09:18:55+00:00,2f976432-8773-4c27-b6bd-4538c1fd8086,75WYSXR9QBK5M,RszSxQinc50CMyAMtq3mSA3eV,Char siu sausage service charge,RGHDB0NV2S12183AGRPJXF0SQM,13560,27.12,Regular ,500.0
2022-01-20 00:14:13+00:00,33e100cc-c040-4b6a-992c-557574a5dfb4,75WYSXR9QBK5M,rL8ejyBm65TLC9r8ELMmUjleV,Char siu sausage service charge,RGHDB0NV2S12183AGRPJXF0SQM,5657,11.313,Regular ,500.0441969415716
2022-01-20 00:14:13+00:00,f09c38b0-ab0c-4b9f-90d4-0102372d7084,75WYSXR9QBK5M,rL8ejyBm65TLC9r8ELMmUjleV,Chorizo service charge,RGHDB0NV2S12183AGRPJXF0SQM,16438,32.875,Regular ,500.0152091254753
2022-01-20 00:14:13+00:00,59aa8cd9-48c1-4a7a-9668-d999fb0f0d4d,75WYSXR9QBK5M,rL8ejyBm65TLC9r8ELMmUjleV,Breakfast sausage service charge,RGHDB0NV2S12183AGRPJXF0SQM,16188,32.375,Regular ,500.015444015444
2022-03-12 10:11:43+00:00,3fa85fd8-f39a-4e09-b5c3-7106eb842e0c,75WYSXR9QBK5M,lwsSeQbZIRkS0J0mctLPEMveV,Breakfast sausage service charge,RGHDB0NV2S12183AGRPJXF0SQM,16656,33.312,Regular ,500.00000000000006
2022-03-12 10:11:43+00:00,4da9a11f-4e89-442d-9222-bd522b346c21,75WYSXR9QBK5M,lwsSeQbZIRkS0J0mctLPEMveV,Chorizo service charge,RGHDB0NV2S12183AGRPJXF0SQM,10781,21.562,Regular ,500.0
2022-03-12 10:11:43+00:00,723b62e9-3908-4705-a361-744c852c56d4,75WYSXR9QBK5M,lwsSeQbZIRkS0J0mctLPEMveV,Ginger miso sausage service charge,RGHDB0NV2S12183AGRPJXF0SQM,17344,34.687,Regular ,500.01441462219276
2022-04-10 23:58:05+00:00,354297e9-e087-4c92-a0e3-508a36a800bf,75WYSXR9QBK5M,xKAJD6F1Hv0yhEQ1pFXIYFweV,Ginger miso sausage service charge,RGHDB0NV2S12183AGRPJXF0SQM,15750,31.5,Regular ,500.0
2022-04-10 23:58:05+00:00,d359e5f1-1cee-4925-9a8a-38a9bbc46899,75WYSXR9QBK5M,xKAJD6F1Hv0yhEQ1pFXIYFweV,Breakfast sausage service charge,RGHDB0NV2S12183AGRPJXF0SQM,14405,28.81,Regular ,500.0
2022-06-03 20:11:33+00:00,86ad1229-dea6-478d-9318-e70ae9dd3f42,75WYSXR9QBK5M,zpR4qEvt7aGMadPsJ9BWlIieV,Breakfast sausage service charge,RGHDB0NV2S12183AGRPJXF0SQM,13625,27.25,Regular ,500.0
2022-06-03 20:11:33+00:00,784b60fc-acc5-4795-99d3-49dfdf2647a7,75WYSXR9QBK5M,zpR4qEvt7aGMadPsJ9BWlIieV,Ginger miso sausage service charge,RGHDB0NV2S12183AGRPJXF0SQM,13938,27.875,Regular ,500.0179372197309
2022-08-12 23:02:17+00:00,70430835-b5b3-4bca-96db-2a567f6528ba,75WYSXR9QBK5M,REAQAixh8VVQRKG0Oy6b9YveV,Chorizo service charge,RGHDB0NV2S12183AGRPJXF0SQM,17875,35.75,Regular ,500.0
2022-08-12 23:02:17+00:00,c2cc41f0-8502-4257-aca3-18ccea97374b,75WYSXR9QBK5M,REAQAixh8VVQRKG0Oy6b9YveV,Breakfast sausage service charge,RGHDB0NV2S12183AGRPJXF0SQM,17750,35.5,Regular ,500.0
2022-08-12 23:02:17+00:00,ec9cba68-3260-4b4f-8506-a1d39f773e7d,75WYSXR9QBK5M,REAQAixh8VVQRKG0Oy6b9YveV,Char siu sausage service charge,RGHDB0NV2S12183AGRPJXF0SQM,6125,12.25,Regular ,500.0
2022-09-14 19:59:36+00:00,694b7945-fe33-410f-9ae7-eac32977e14f,75WYSXR9QBK5M,nXWduIQODL1eGAQFs1GrTBpeV,Bratwurst,J1SFC3MJSH0TV3PKVJPSFK0X70,77175,85.75,Regular ,900.0
