item_name,animal_categories,reasoning,vegan,vegetarian,mpbamodifiable
Chilito,['sausage'],Signature sausage item (Veggielito is separate item),False,False,False
Halfsmoke,['sausage'],DC halfsmoke - pork/beef smoked sausage,False,False,False
Bratwurst,['sausage'],German bratwurst - pork sausage,False,False,False
Chorizo,['sausage'],Mexican chorizo - pork sausage,False,False,False
Italian,['sausage'],Italian sausage - pork,False,False,False
Garlic Pork,['sausage'],Garlic pork sausage link,False,False,False
Smoked Jalapeno Chicken,['unfried_chicken'],Smoked jalapeno chicken sausage,False,False,False
Smoked Spicy Chicken,['unfried_chicken'],Smoked spicy chicken sausage,False,False,False
Salt & Pepper Chicken,['unfried_chicken'],Salt and pepper chicken sausage,False,False,False
Egg & Cheese Sandwich,"['egg', 'savory_dairy']",Egg and cheese breakfast sandwich,False,True,False
Bacon Egg & Cheese,"['bacon', 'egg', 'savory_dairy']",Bacon egg cheese sandwich,False,False,False
"Sausage, Egg & Cheese","['sausage', 'egg', 'savory_dairy']",Sausage egg cheese breakfast sandwich,False,False,False
Veggie Sausage Egg & Cheese,"['egg', 'savory_dairy']",Veggie sausage with egg and cheese,False,True,False
Breakfast Burrito,"['egg', 'savory_dairy', 'sausage', 'bacon']",Breakfast burrito with meat (no veggie sub),False,False,False
Breakfast Sausage Pack,['breakfast_sausage_patty'],Pack of breakfast sausage - pork,False,False,False
Crispy Potatoes,[],Crispy potatoes,True,True,False
Potatoes,[],Potatoes side,True,True,False
Hot Sauce,[],Hot sauce condiment,True,True,False
Pack Of Buns,[],Hot dog buns,True,True,False
Veggie Link,[],Veggie sausage link,True,True,False
Quart Of Chili,['ground_meat'],Quart of all-beef chili,False,False,False
Pint Of Sauerkraut,[],Sauerkraut,True,True,False
Ice Cream Sandwich,"['sweet_dairy', 'egg']",Ice cream sandwich,False,True,False
Biscuit,"['sweet_dairy', 'egg']",Biscuit,False,True,False
Side Of Chili,['ground_meat'],Side of beef chili,False,False,False
Egg Cheese On A Biscuit (Sundays Only!),"['egg', 'savory_dairy']",Egg cheese biscuit,False,True,False
Pack Of Bacon,['bacon'],Pack of house-cured bacon,False,False,False
Pint Of Pickled JalapeOs,[],Pickled jalapenos,True,True,False
Veggielito,['savory_dairy'],Veggie sausage with cheese (Veganlito is separate vegan item),False,True,False
Veganlito,[],Vegan sausage,True,True,False
Chickendog,['unfried_chicken'],Chicken hot dog,False,False,False
Veggie Chili,['ground_meat'],Vegetarian chili [FIXED: Chili format - ground meat style dish],True,True,False
Chili,['ground_meat'],Beef chili,False,False,False
Frito Pie,"['ground_meat', 'savory_dairy']",Frito pie with chili (Veggie Chili is separate item),False,False,False
Bacon,['bacon'],Bacon add-on,False,False,False
Egg Cheese Sandwich,"['egg', 'savory_dairy']",Egg cheese sandwich,False,True,False
Breakfast Bowl (New!),"['egg', 'sausage', 'bacon']",Breakfast bowl - can add meats,False,False,False
Mini Breakfast Bowl (New!),"['egg', 'sausage', 'bacon']",Mini breakfast bowl,False,False,False
Breakfast,"['egg', 'sausage', 'bacon']",Breakfast combo,False,False,False
Ham,['sausage'],Ham add-on,False,False,False
Chicken Sausage,['sausage'],Chicken sausage [FIXED: Chicken sausage → sausage format],False,False,False
Pork Sausage,['sausage'],Pork sausage,False,False,False
Andouille,['sausage'],Andouille sausage - pork,False,False,False
Banger,['sausage'],British banger sausage,False,False,False
4-Pack,['sausage'],4-pack of sausages,False,False,False
Grill Pack,['sausage'],Grill pack of sausages,False,False,False
Tailgate Pack,['sausage'],Tailgate sausage pack,False,False,False
Links,['sausage'],Sausage links,False,False,False
Ice Cream,"['sweet_dairy', 'egg']",Ice cream [FIXED: Baked goods typically have egg/dairy],False,True,False
Sloppy Joe,['ground_meat'],Sloppy joe (no veggie sub on menu),False,False,False
Grilled Cheese,['savory_dairy'],Grilled cheese sandwich,False,True,False
Garlic With Sauerkraut,['sausage'],Garlic sausage with sauerkraut,False,False,False
Salt And Pepper With Peppers Onions,['unfried_chicken'],Salt pepper chicken with peppers onions,False,False,False
Polish,['sausage'],Polish sausage,False,False,False
Veggie Sausage,[],Veggie sausage,True,True,False
Add Egg,['egg'],Add egg,False,True,False
Bell Pepper,[],Bell pepper add-on,True,True,False
Jalapeno,[],Jalapeno add-on,True,True,False
Smoked Hatch,[],Smoked hatch chile,True,True,False
Turmeric,[],Turmeric add-on,True,True,False
Pint Of Pickles,[],Pint of pickles,True,True,False
Pack Of Sauerkraut,[],Pack of sauerkraut,True,True,False
6Oz Block Of Beef Tallow,['ground_meat'],Beef tallow block,False,False,False
Dozen Eggs,['egg'],Dozen eggs,False,True,False
Old Westminster Seeds Skins,[],Seeds and skins product,True,True,False
Pack Of Tortillas,[],Pack of tortillas,True,True,False
Sides,[],Side dishes,True,True,False
BBQ,['chunked_beef_or_pork'],BBQ meat item,False,False,False
Burrito,"['sausage', 'egg', 'savory_dairy']",Burrito (no veggie sub on menu),False,False,False
Special,['sausage'],Daily special - usually sausage,False,False,False
Pork Veggie Sausage,[],Pork-free veggie sausage,True,True,False
Vegan Veggie Sausage,[],Vegan sausage,True,True,False
catering_takeout,[],Catering and takeout items - varies by content,False,False,False
