item_name,vegan,vegetarian,mpbamod,lamb,chunked_beef_or_pork,pulled_pork,beef_or_pork_burger,ground_meat,meatballs,sausage,bacon,breakfast_sausage_patty,unfried_chicken,fried_chicken,savory_dairy,sweet_dairy,egg,shrimp,whole_bird_white_meat
Berry-Licious ASsai Bowl,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Butter-Me-Crazy ASsai Bowl,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Driving-Me-Hazy ASsa Bowl,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
LetAos Get Tropical ASsa Bowl,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mix Match ASsa Bowl,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Aloha (Pineapple & Coconut),True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Avocado Toast,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Grilled Cheese Toast,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Peanut Butter Toast,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Blt,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
Breakfast Sandwich,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
Gourmet Grilled Cheese,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Grilled Chicken Sandwich,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
Turkey Cheddar Ciabatta Club,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False
Turkey Cheddar Sandwich,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
Turkey Club Wrap,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
Butter Croissant,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Chocolate Croissant,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Ham and Cheese Croissant,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Spinach Cheese Croissant,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Ham & Cheese Quiche,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Quiche,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Spinach Quiche,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Bagel,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Cookie,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Brownie,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Muffin,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Gluten Free Cheesecake,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Gluten Free Chocolate Coconut Macaroon,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Gluten Free Coffee Cake,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Gluten Free Whoopie Pie,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Keto Cinnamon Rolls,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Keto Pepperoni Rolls,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
Keto Scones,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Danish,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Pop Tart,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Scones,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Bread,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chips,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Parfait,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
