item_name,vegan,vegetarian,mpbamod,lamb,chunked_beef_or_pork,pulled_pork,beef_or_pork_burger,ground_meat,meatballs,sausage,bacon,breakfast_sausage_patty,unfried_chicken,fried_chicken,savory_dairy,sweet_dairy,egg,shrimp,whole_bird_white_meat
16th Seed,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
Arbutus Avo,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Avocado Tomato,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bagel,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Caprese,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
Cookie,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Croissant,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Grilled Cheese,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Lox Bagel,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Muffin,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Sausage Breakfast,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Scone,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
The Deep,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Turkey,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Wake N' Bacon,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
50 Buffalo Wings,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Wings (V),True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Bbq Chicken,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Caesar Salad,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Chips,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Danish,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Doughnut,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Cinnamon Bun,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Early Bird,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
Fruit Platter,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hummus,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mediterranean,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Veggie Platter,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Southwest,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Southwest Panini,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
Southwest Sausauge Egg & Cheese,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False
Southwest Sec,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
Southwest Retriever,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
Chipotle Sausage Egg Cheese,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Spinach Feta Tart,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Sec Box,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False
Arbutus Arts Festival Special,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Rise And Grind Special,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
Rms Special,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
St.Patty Special,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Kids Meal,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Med Salad Single Serve,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Salad Bar,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
East Drive Garden Salad,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Spinach Bacon Salad,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Wrap Box,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
Chicken Apple Arugula Sandwich,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
Tomato Basil Panini,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Scrambled Eggs Wheat Toast,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
