item_name,vegan,vegetarian,mpbamod,lamb,chunked_beef_or_pork,pulled_pork,beef_or_pork_burger,ground_meat,meatballs,sausage,bacon,breakfast_sausage_patty,unfried_chicken,fried_chicken,savory_dairy,sweet_dairy,egg,shrimp,whole_bird_white_meat
Alfredo,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Amaretti Cookies,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Antipasti,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Artichoke Cilantro Shells,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Arugula Salad,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Banana Nutella Tart,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Beef,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Beef Pasta,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Beef Sandwich,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Beet Salad,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Benedict,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Biscotti,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Black And White Cookie,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Bourbon Pecan Tartelette,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Bowtie Pasta,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Box Lunch,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Braised Beef,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Braised Beef Sandwich,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Bread,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Breakfast Sangwich,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Broccoli,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Brown Butter Pecan Cookie,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Bruschetta,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bulumu,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bundt Cake,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Burrata,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Butter Cookies,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Butternut Squash Ravioli,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Caesar Salad,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Cake,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Cake Or Pie,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Cannoli,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Caprese,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Caprese Sandwich,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Carbonara,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
Cheesecake,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Chicken Parm And Spaghetti,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
Chicken Parm Sandwich,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
Chicken Parm Side,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
Chicken Parm Sliders,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
Chicken Parmesan,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
Chocolate,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Chocolate Cake,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Chocolate Chip Cookie,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Chocolate Cookie,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Chocolate Cookie Sandwich,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Coconut Cream Pie,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Coconut Cream Tart,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Cold Cut,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Cold Cut Sandwich,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Crazy,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cream Puff,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Creminelli,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
D Chocolate Lab,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
D Madeleine,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
D Pizzelles,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Date Night,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Dipping Oil,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dolce Chocolate,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Dolce Rainbow,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Dolce Walnut,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Duck Ravioli,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
Egg Sandwich,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Eggplant Parm,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Eggplant Parm And Spaghetti,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Eggplant Parm Side,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Eggplant Parm Sliders,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Eggplant Sandwich,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Eggplant Side,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Eggs,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Eggs In Purgatory,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Espresso Butter,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Fall Pasta,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Fettuccine,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Fettuccine With Sun-Dried Tomato Pesto,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Flatbread,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Florentine,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Flour,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fm Ricotta,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Food,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fregola,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
French Toast,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Fresh Pasta,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Fusilli,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Garlic Bread,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Gf Brown Butter Oatmeal Chocolate Chip,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
