item_name,vegan,vegetarian,mpbamod,lamb,chunked_beef_or_pork,pulled_pork,beef_or_pork_burger,ground_meat,meatballs,sausage,bacon,breakfast_sausage_patty,unfried_chicken,fried_chicken,savory_dairy,sweet_dairy,egg,shrimp,whole_bird_white_meat
Chilito,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Halfsmoke,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Bratwurst,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Chorizo,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Italian,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Garlic Pork,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Smoked Jalapeno Chicken,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Smoked Spicy Chicken,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Salt & Pepper Chicken,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Egg & Cheese Sandwich,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Bacon Egg & Cheese,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
"Sausage, Egg & Cheese",False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
Veggie Sausage Egg & Cheese,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
Breakfast Burrito,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False
Breakfast Sausage Pack,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Crispy Potatoes,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Potatoes,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hot Sauce,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pack Of Buns,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Veggie Link,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Quart Of Chili,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Pint Of Sauerkraut,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Biscuit,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Side Of Chili,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Pack Of Bacon,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Veggielito,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Chickendog,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
Veggie Chili,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Chili,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Frito Pie,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
Bacon,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Breakfast Bowl (New!),False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False
Mini Breakfast Bowl (New!),False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False
Breakfast,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False
Andouille,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Banger,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Links,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Ice Cream,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Sloppy Joe,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Grilled Cheese,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Salt And Pepper With Peppers Onions,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Polish,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Veggie Sausage,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Add Egg,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Bell Pepper,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jalapeno,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Smoked Hatch,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Turmeric,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pint Of Pickles,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6Oz Block Of Beef Tallow,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Dozen Eggs,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Old Westminster Seeds Skins,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pack Of Tortillas,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BBQ,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Burrito,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
Special,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Vegan Veggie Sausage,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
catering_takeout,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Add Jalapenos,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bun,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
