item_name,vegan,vegetarian,mpbamod,lamb,chunked_beef_or_pork,pulled_pork,beef_or_pork_burger,ground_meat,meatballs,sausage,bacon,breakfast_sausage_patty,unfried_chicken,fried_chicken,savory_dairy,sweet_dairy,egg,shrimp,whole_bird_white_meat
BBQ Bacon,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
Better Than Beyond,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Deluxe Cheeseburger,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Quad Smash,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Slider Cheeseburger,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Smashville,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
Sweet & Hot,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Double Chicken Cheese,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
Hot Chicken Sandwich,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Hot Shake Popcorn Chicken,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Juicy Tenders,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Kids Nuggets,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Tenders,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Hot Dog,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Kids Hotdog,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
Fries,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Seasoned Fries,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Down South Loaded Fries,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
Slaw,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Pickles,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chipotle Mayo,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Franks Buffalo,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Garlic Aioli,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Ranch Dressing,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Sriracha Mayo,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Tomato Ketchup,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hot Dust,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Solo,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Pack,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Add-on,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Wa-Aaa Bo-Al,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Free Cheezzzyy Fries,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Netflix Chill,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
to_remove,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Candy,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Side,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
